Price,Pricing,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 16200,16200.00,Sport Boat,,new boat from stock,0,5.7,2.5,GRP,Germany,108
EUR 16190,16190.00,Sport Boat,AMT power boats,new boat from stock,2019,5.15,2.08,GRP,Germany,60
CHF 17500,18229.17,Pontoon Boat,Doral power boats,"Used boat,Unleaded",1995,7.2,2.57,GRP,Switzerland ,387
CHF 17400,18125.00,Pilothouse,Smartliner power boats,new boat on order,2020,6.4,2.25,GRP,Switzerland ,399
CHF 17400,18125.00,Center console boat,Morningstar power boats,new boat from stock,2019,5,2,Aluminium,Switzerland ,149
DKK 119500,16061.83,Deck Boat,Yamarin power boats,new boat from stock,2020,4,1,,Denmark,50
EUR 16000,16000.00,Sport Boat,Bombardier power boats,"Used boat,Unleaded",1998,7.35,2.6,GRP,Croatia,141
EUR 16900,16900.00,Pilothouse,Smartliner power boats,"Used boat,Unleaded",2017,6.45,2.25,PVC,Montenegro,53
EUR 16900,16900.00,Cabin Boat,Four Winns power boats,"Used boat,Unleaded",1992,6.3,2.34,GRP,Germany,154
EUR 16900,16900.00,Bowrider,Wellcraft power boats,"Used boat,Unleaded",1995,8.53,2.59,,France,244
EUR 16900,16900.00,Center console boat,Allegra power boats,"Used boat,Unleaded",2019,5.6,2.16,GRP,Italy,107
EUR 16900,16900.00,"Cabin Boat,Sport Boat",Fairline power boats,"Used boat,Unleaded",1985,8.04,3.06,GRP,Germany,405
EUR 16900,16900.00,Motor Yacht,Jeanneau power boats,Used boat,2005,7.15,2.59,PVC,France,62
EUR 16900,16900.00,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2005,7.15,2.59,PVC,France,98
EUR 16900,16900.00,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,5.47,2.34,PVC,Spain,152
EUR 16900,16900.00,Motor Yacht,Moonfleet power boats,Used boat,0,4.8,1.6,,Latvia,121
CHF 18260,19020.83,Bowrider,Bella power boats,Display Model,2019,5.01,2.01,GRP,Switzerland ,339
EUR 16870,16870.00,Sport Boat,Yamarin power boats,new boat from stock,2020,5.53,2.24,GRP,Germany,127
CHF 18210,18968.75,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,Switzerland ,247
CHF 18200,18958.33,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,Switzerland ,241
CHF 18200,18958.33,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,Switzerland ,331
EUR 17500,17500.00,"Classic,Launch",,Used boat,1960,6.85,2.3,Wood,Netherlands,96
EUR 17500,17500.00,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,France,144
EUR 17500,17500.00,Motor Yacht,,Used boat,1976,10,3.2,Steel,Netherlands,103
EUR 17500,17500.00,Motor Yacht,,Used boat,1930,22,4.7,Steel,Netherlands,136
EUR 17500,17500.00,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,Portugal,192
EUR 17500,17500.00,Classic,,"Used boat,Unleaded",1960,5,2.1,Wood,Netherlands,185
EUR 17500,17500.00,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,Netherlands,149
EUR 17490,17490.00,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7,2,GRP,Germany,164
EUR 17490,17490.00,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,Germany,162
CHF 18900,19687.50,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5,1.94,Aluminium,Switzerland ,215
CHF 18900,19687.50,Center console boat,Italmar power boats,Display Model,0,5.7,2.2,GRP,Switzerland ,237
EUR 17500,17500.00,Trawler,,Used boat,1978,8.5,3.25,Steel,Netherlands,199
CHF 18900,19687.50,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,Switzerland ,335
CHF 18900,19687.50,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,Switzerland ,686
CHF 19500,20312.50,Water ski,Correct Craft power boats,"Used boat,Unleaded",1998,5.9,2.32,GRP,Switzerland ,1028
CHF 19500,20312.50,Pilothouse,Pegazus power boats,new boat from stock,0,5.4,2.54,GRP,Switzerland ,349
CHF 19500,20312.50,Pontoon Boat,Ranieri International power boats,"Used boat,Unleaded",2020,4.99,2.06,,Switzerland ,409
EUR 18000,18000.00,Deck Boat,,"Used boat,Diesel",2014,6.5,2.25,,Netherlands,53
EUR 18000,18000.00,Sport Boat,Tullio Abbate power boats,Used boat,1986,7.5,2.3,,Italy,293
EUR 18000,18000.00,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",2004,6.53,2.29,,Italy,132
EUR 18000,18000.00,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,7.96,2.47,GRP,Portugal,375
EUR 18000,18000.00,Pilothouse,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2003,6.2,2,GRP,Italy,333
EUR 18000,18000.00,Cabin Boat,Saura power boats,"Used boat,Diesel",1993,7.35,2.72,GRP,Spain,129
EUR 18000,18000.00,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2004,6.21,2.48,PVC,Spain,211
EUR 18000,18000.00,Sport Boat,Nidelv power boats,"Used boat,Unleaded",1996,6.1,2.3,,Portugal,188
EUR 18000,18000.00,Flybridge,Bayliner power boats,"Used boat,Unleaded",1993,8,2.94,GRP,Italy,334
EUR 18000,18000.00,Bowrider,Ebbtide power boats,"Used boat,Unleaded",2009,5.59,2.29,PVC,Spain,119
EUR 18000,18000.00,Sport Boat,,"Used boat,Diesel",1989,7.06,2.36,GRP,Italy,136
EUR 18000,18000.00,Pilothouse,,"Used boat,Diesel",1981,8.8,3.5,GRP,Italy,132
EUR 18800,18800.00,Bowrider,Bayliner power boats,Used boat,0,7.26,2.4,,France,118
EUR 18800,18800.00,Sport Boat,Drago Boats power boats,"Used boat,Unleaded",2015,5.33,2.25,PVC,France,110
EUR 18750,18750.00,Center console boat,Clear power boats,new boat from stock,2020,6.15,2.27,GRP,Germany,149
EUR 18700,18700.00,Center console boat,,"Used boat,Unleaded",2019,6,2,GRP,Germany,139
EUR 18700,18700.00,Sport Boat,Nor-Dan power boats,"Used boat,Unleaded",1990,6.5,2.4,GRP,Germany,254
EUR 18690,18690.00,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,Switzerland ,324
CHF 20000,20833.33,Cabin Boat,Donzi power boats,"Used boat,Unleaded",1991,7.62,2.59,GRP,Switzerland ,220
CHF 19990,20822.92,Sport Boat,Sea-Doo power boats,"Used boat,Unleaded",2008,4.67,2.16,GRP,Switzerland ,540
CHF 19990,20822.92,Cabin Boat,Chris Craft power boats,"Used boat,Unleaded",1991,7.22,2.57,GRP,Switzerland ,339
EUR 18620,18620.00,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.43,,Italy,73
EUR 18600,18600.00,Pilothouse,,"Used boat,Diesel",1985,7,2.6,GRP,Croatia,387
CHF 20100,20937.50,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.4,2.25,GRP,Switzerland ,185
CHF 19900,20729.17,Runabout,Safter Marine power boats,new boat from stock,2020,5,1.9,GRP,Switzerland ,401
CHF 19900,20729.17,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1993,6.14,2.34,Plastic,Switzerland ,2026
DKK 137800,18521.51,Center console boat,Yamarin power boats,new boat from stock,2020,4,2,,Denmark,95
EUR 18515,18515.00,Sport Boat,Yamarin power boats,new boat from stock,2020,4.86,1.96,Aluminium,Germany,145
EUR 19500,19500.00,Trawler,Beachcraft power boats,Used boat,1981,8.2,3.1,Steel,Netherlands,118
EUR 19500,19500.00,Cabin Boat,Waterland power boats,Used boat,1975,8.2,3.1,GRP,Netherlands,101
EUR 19500,19500.00,Cabin Boat,KOK power boats,Used boat,2005,6.1,2.25,Steel,Netherlands,78
EUR 19500,19500.00,Motor Yacht,Mazury power boats,"Used boat,Unleaded",2010,5,2.27,GRP,Germany,273
EUR 19490,19490.00,Cabin Boat,Bayliner power boats,Unleaded,2003,5.89,2.37,GRP,Germany,261
CHF 21000,21875.00,Pontoon Boat,Calcagno power boats,"Used boat,Diesel",2014,5.95,2.27,GRP,Switzerland ,163
CHF 21000,21875.00,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",0,6.1,2.24,GRP,Switzerland ,307
CHF 20950,21822.92,Motor Yacht,Pacific Craft power boats,"new boat from stock,Unleaded",2018,4.99,1.97,GRP,Switzerland ,183
EUR 19301,19301.00,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,5.5,2.02,GRP,Germany,227
EUR 19300,19300.00,Center console boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.1,2.1,GRP,Germany,117
CHF 20800,21666.67,Pontoon Boat,MÃ¤ndli power boats,new boat from stock,2020,9,1.7,Wood,Switzerland ,235
EUR 19900,19900.00,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.12,2.44,GRP,Italy,217
EUR 19900,19900.00,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2018,4.78,1.95,GRP,Germany,121
EUR 19900,19900.00,Flybridge,,"Used boat,Diesel",1980,9,3,GRP,Germany,355
EUR 19900,19900.00,Motor Yacht,Cytra power boats,"Used boat,Unleaded",1976,9,3.2,GRP,Germany,314
EUR 19900,19900.00,Motor Yacht,Crownline power boats,Used boat,1997,7.5,2.59,GRP,Netherlands,122
EUR 19900,19900.00,Bowrider,Chris Craft power boats,"Used boat,Unleaded",1995,7.83,2.58,PVC,France,165
EUR 19900,19900.00,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1996,6.16,2.29,GRP,Germany,375
EUR 19900,19900.00,Classic,Solcio power boats,"Used boat,Unleaded",1976,5.6,2.25,,Germany,130
EUR 19900,19900.00,Sport Boat,Buster power boats,"Used boat,Unleaded",1994,4.95,1.97,Aluminium,Germany,80
EUR 19900,19900.00,Pilothouse,Ala Blu power boats,"Used boat,Diesel",1996,5.97,2.45,,Italy,50
EUR 19900,19900.00,Sport Boat,Kelt power boats,"Used boat,Unleaded",2002,6.97,2.44,PVC,France,89
EUR 19900,19900.00,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2006,6.23,2.3,PVC,France,97
EUR 19900,19900.00,Cabin Boat,Fjord power boats,"Used boat,Diesel",1984,8.15,2.9,GRP,Germany,280
EUR 19900,19900.00,Sport Boat,Boesch power boats,"Used boat,Unleaded",1970,5.1,2.02,Wood,Germany,206
EUR 19900,19900.00,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,5.7,2.25,GRP,Germany,159
EUR 19900,19900.00,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,8.5,3.1,Steel,Belgium,157
EUR 20499,20499.00,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.75,2.54,GRP,Germany,153
EUR 20490,20490.00,Sport Boat,Sting power boats,new boat from stock,2018,6.08,2.37,GRP,Germany,115
CHF 22110,23031.25,Center console boat,Sting power boats,new boat from stock,2020,5.3,2.15,GRP,Switzerland ,118
CHF 22000,22916.67,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3,GRP,Switzerland ,537
CHF 22000,22916.67,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,7.63,2.5,GRP,Switzerland ,176
CHF 22000,22916.67,Bowrider,Cranchi power boats,Used boat,1993,7.6,2.47,GRP,Switzerland ,415
CHF 22000,22916.67,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,Switzerland ,593
CHF 22000,22916.67,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,Switzerland ,527
CHF 22000,22916.67,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,6.77,2.28,GRP,Switzerland ,265
CHF 22000,22916.67,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,Switzerland ,466
CHF 21990,22906.25,Sport Boat,Buster power boats,new boat from stock,0,5.13,1.99,Aluminium,Switzerland ,159
CHF 21740,22645.83,Center console boat,DarekCo power boats,"new boat from stock,Unleaded",0,5.5,2.15,GRP,Switzerland ,274
CHF 21900,22812.50,Trawler,,"Used boat,Diesel",1972,7.8,2.6,Steel,Switzerland ,319
CHF 21900,22812.50,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland ,157
CHF 21900,22812.50,Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,Switzerland ,166
EUR 21396,21396.00,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,Germany,73
EUR 21396,21396.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,5.64,2.45,GRP,Germany,116
EUR 21300,21300.00,Center console boat,BMA power boats,new boat from stock,2020,6.89,2.5,,Italy,43
CHF 23000,23958.33,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,Switzerland ,394
CHF 23000,23958.33,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7,2.43,GRP,Switzerland ,863
CHF 23000,23958.33,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,Switzerland ,235
CHF 22900,23854.17,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,Switzerland ,135
CHF 22900,23854.17,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,Switzerland ,457
EUR 21090,21090.00,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,Germany,135
EUR 21000,21000.00,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,Italy,49
EUR 21000,21000.00,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,Italy,97
EUR 21000,21000.00,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8,2.59,GRP,Italy,241
EUR 21000,21000.00,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,France,190
EUR 21000,21000.00,Center console boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,5.03,2.12,,France,62
EUR 21000,21000.00,Cabin Boat,Kelt power boats,Used boat,1992,8.8,2.98,GRP,Netherlands,146
EUR 21000,21000.00,Motor Yacht,Arkos power boats,Used boat,2016,6.47,2.49,,Malta,55
EUR 22000,22000.00,Pilothouse,,"Used boat,Unleaded",2010,6.4,2.53,PVC,France,59
EUR 22000,22000.00,Pilothouse,,"Used boat,Unleaded",2010,6.4,2.53,PVC,France,66
EUR 22000,22000.00,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2002,7.4,2.72,,France,145
EUR 22000,22000.00,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,6,2.33,GRP,Germany,141
EUR 22000,22000.00,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2006,7.5,2.75,,France,139
EUR 22000,22000.00,Flybridge,Riva power boats,"Used boat,Diesel",1978,10.45,3.43,GRP,Italy,352
EUR 22000,22000.00,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,9.5,3.2,GRP,Germany,190
EUR 22000,22000.00,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,7.5,2.59,GRP,Italy,111
EUR 22000,22000.00,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,7,2.48,GRP,Italy,100
EUR 22000,22000.00,"Classic,Runabout",,"Used boat,Electric",1968,5.2,1.8,Wood,Austria,107
EUR 22000,22000.00,Sport Boat,Four Winns power boats,"Used boat,Diesel",2004,6.65,2.54,,France,297
EUR 22000,22000.00,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,10.8,2.5,GRP,Germany,373
EUR 22000,22000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",1992,6.83,2.55,,France,154
EUR 21999,21999.00,Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,5.02,2.12,GRP,Germany,88
EUR 21990,21990.00,Trawler,,Diesel,1980,10,3,Steel,Germany,145
EUR 22880,22880.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.47,2.29,GRP,Germany,86
EUR 22850,22850.00,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,Germany,140
DKK 169800,22822.58,Sport Boat,Pioner power boats,new boat from stock,2020,5,2,,Denmark,63
EUR 22800,22800.00,Deck Boat,Yamarin power boats,new boat from stock,2020,5.28,2.09,Aluminium,Germany,114
EUR 22772,22772.00,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,5.18,2.29,Aluminium,Portugal,87
EUR 22770,22770.00,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.74,2.55,GRP,Germany,98
EUR 22765,22765.00,Pilothouse,Jeanneau power boats,new boat on order,2020,5.79,2.46,GRP,Germany,49
EUR 22764,22764.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,5.79,2.46,GRP,Germany,71
DKK 169000,22715.05,Sport Boat,Campion power boats,Used boat,2007,5,2,,Denmark,95
EUR 22700,22700.00,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,7.15,2.51,PVC,France,110
EUR 22680,22680.00,Motor Yacht,Master power boats,new boat on order,2020,5.42,2.32,GRP,France,142
CHF 24500,25520.83,Offshore Boat,Baja power boats,"Used boat,Unleaded",1988,7.28,2.54,GRP,Switzerland ,422
CHF 24500,25520.83,Classic,Chris Craft power boats,"Used boat,Unleaded",1976,9.3,3.4,GRP,Switzerland ,417
CHF 24500,25520.83,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,"Used boat,Unleaded",2015,6.19,2.48,GRP,Switzerland ,867
EUR 22520,22520.00,Deck Boat,Yamarin power boats,new boat from stock,2020,6.25,2.3,GRP,Germany,107
EUR 23640,23640.00,Bowrider,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,Germany,109
CHF 25500,26562.50,Sport Boat,Regal power boats,"Used boat,Unleaded",2001,5.78,2.5,GRP,Switzerland ,483
EUR 23530,23530.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.54,1.85,GRP,Germany,84
EUR 23500,23500.00,Center console boat,,Used boat,2009,7.05,2.55,,Italy,160
EUR 23500,23500.00,Trawler,Cascaruda power boats,Diesel,1982,9.3,3,Steel,Germany,164
CHF 25000,26041.67,Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,8.66,3.04,GRP,Switzerland ,507
CHF 25000,26041.67,Sport Boat,Windy power boats,"Used boat,Unleaded",1997,7.85,2.54,GRP,Switzerland ,771
CHF 25000,26041.67,Sport Boat,Wellcraft power boats,Used boat,1992,8.35,2.5,GRP,Switzerland ,420
CHF 25000,26041.67,Classic,Schneiter power boats,Used boat,1965,6,1.9,Wood,Switzerland ,284
CHF 25000,26041.67,Fishing Boat,The Captains power boats,new boat on order,2020,6.6,1.85,GRP,Switzerland ,888
EUR 23290,23290.00,Deck Boat,AMT power boats,new boat from stock,2019,5.6,2.25,GRP,Germany,84
CHF 24900,25937.50,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,9.25,2.65,GRP,Switzerland ,273
CHF 25000,26041.67,Sport Boat,Larson power boats,Used boat,0,6.37,2.6,,Switzerland ,163
CHF 26000,27083.33,Sport Boat,Draco power boats,"Used boat,Unleaded",0,5.8,2.2,GRP,Switzerland ,192
CHF 25990,27072.92,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,Switzerland ,485
EUR 24170,24170.00,Sport Boat,Yamarin power boats,new boat from stock,2020,5.73,2.2,,Germany,157
DKK 179000,24059.14,Sport Boat,,new boat from stock,2020,5.25,1.98,,Denmark,125
DKK 179000,24059.14,Launch,Crescent power boats,new boat from stock,2020,6,2,,Denmark,65
CHF 26000,27083.33,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,Switzerland ,607
CHF 26000,27083.33,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,Switzerland ,187
CHF 25950,27031.25,Fishing Boat,ERC power boats,new boat from stock,2020,5.3,2,GRP,Switzerland ,198
EUR 24000,24000.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,7.2,2.53,PVC,France,99
EUR 24000,24000.00,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,7.68,2.78,GRP,Germany,90
EUR 24000,24000.00,Pilothouse,Faeton power boats,"Used boat,Unleaded",2003,7.49,2.8,,Italy,118
EUR 24000,24000.00,Pilothouse,Jeanneau power boats,"Used boat,Diesel",1989,7.5,2.9,PVC,France,104
EUR 24000,24000.00,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,7.26,2.59,PVC,France,87
EUR 24000,24000.00,Pilothouse,Kelt power boats,"Used boat,Unleaded",1994,6.94,2.35,,France,74
EUR 24000,24000.00,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,5.65,2.05,Wood,Italy,143
EUR 24000,24000.00,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,7.5,2.45,GRP,Italy,87
EUR 24900,24900.00,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,7.25,2.25,Wood,Germany,199
EUR 24900,24900.00,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,8,2.5,GRP,Germany,84
EUR 24900,24900.00,"Classic,Runabout",,"Used boat,Diesel",1937,7.6,2.6,Wood,Netherlands,69
EUR 24900,24900.00,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,Germany,138
EUR 24900,24900.00,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.4,GRP,Italy,110
EUR 24900,24900.00,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.42,GRP,Italy,69
EUR 24900,24900.00,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,Spain,93
EUR 24900,24900.00,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5,2,GRP,Germany,260
EUR 24900,24900.00,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,Croatia,119
EUR 24900,24900.00,Cabin Boat,,Diesel,1970,9.5,3.2,Steel,Germany,128
EUR 24900,24900.00,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,Italy,605
EUR 24900,24900.00,Cabin Boat,,"Used boat,Unleaded",2013,6,1.9,Wood,Germany,129
EUR 24900,24900.00,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,Germany,100
EUR 24900,24900.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,France,161
EUR 24900,24900.00,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.05,2.42,GRP,Switzerland ,48
EUR 24900,24900.00,Sport Boat,Bayliner power boats,Used boat,1999,8.44,2.57,,Germany,130
EUR 25000,25000.00,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,Italy,100
EUR 25000,25000.00,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,France,103
EUR 25000,25000.00,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6,2,PVC,Portugal,287
EUR 25000,25000.00,Sport Boat,,"Used boat,Unleaded",2006,7.8,2.59,GRP,Croatia,127
EUR 25000,25000.00,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,Italy,169
EUR 25000,25000.00,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,Italy,181
EUR 25000,25000.00,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,Italy,94
EUR 25000,25000.00,Sport Boat,Bayliner power boats,Used boat,1991,9.81,3.41,GRP,Slovenia,197
