Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
460000,Flybridge,Azimut power boats,2007,19.22,5.06,GRP,Italy,333,Used boat,Diesel
460000,Sport Boat,Tecnorib power boats,2020,1.7,3.64,nan,Switzerland ,191,new boat on order,Unleaded
460000,Hardtop,Arcoa power boats,2008,18.72,4.99,PVC,Monaco,117,Used boat,Diesel
459209,House Boat,nan,2020,14.95,7,Steel,Netherlands,199,Used boat,nan
459000,Motor Yacht,Azimut power boats,2017,13.86,4.25,GRP,Croatia,168,Used boat,Diesel
459000,Trawler,Integrity power boats,2020,13.4,4.3,GRP,Germany,77,Used boat,Diesel
459000,Motor Yacht,Sealine power boats,2019,12.5,3.85,GRP,Germany,176,Used boat,Diesel
450000,Flybridge,Fairline power boats,2009,14.94,5.11,GRP,nan,52,Used boat,Diesel
450000,Flybridge,Apreamare power boats,2007,14.97,4.8,nan,Italy,60,Used boat,Diesel
450000,Motor Yacht,Dalla Pieta power boats,2006,17.84,4.93,GRP,Croatia,46,Used boat,Diesel
450000,Flybridge,Fairline power boats,2009,15.7,4.49,GRP,Croatia,75,Used boat,Diesel
450000,Flybridge,Prestige Yachts power boats,2015,13.96,4.25,GRP,Spain,122,Used boat,Diesel
450000,Flybridge,Nimbus power boats,2018,13.33,3.86,GRP,Croatia,115,Used boat,Diesel
450000,Flybridge,Abacus power boats,2007,18.66,5,nan,Italy,46,Used boat,Diesel
450000,Motor Yacht,Fairline power boats,2007,15.79,4.5,GRP,Croatia,41,Used boat,Diesel
450000,Motor Yacht,nan,2017,11,3.7,PVC,France,90,Used boat,Diesel
450000,Flybridge,Azimut power boats,1997,24.15,5.9,PVC,Turkey,102,Used boat,Diesel
450000,Motor Yacht,VICEM power boats,2009,18.1,5.06,nan,Spain,30,Used boat,Diesel
450000,Motor Yacht,nan,2003,23.9,5.6,GRP,Italy,73,Used boat,Diesel
450000,Flybridge,Cayman power boats,2008,15,4.5,GRP,Croatia,38,Used boat,Diesel
450000,Flybridge,Cayman power boats,2007,19.6,5.07,GRP,Croatia,75,Used boat,Diesel
450000,Flybridge,Sunseeker power boats,2008,17.6,4.62,GRP,Croatia,99,Used boat,Diesel
450000,Flybridge,Jeanneau power boats,2016,13.96,4.25,nan,Spain,45,Used boat,Diesel
450000,Trawler,Rhea power boats,2012,14.85,4.8,GRP,France,82,Used boat,Diesel
450000,Motor Yacht,Sunseeker power boats,2011,14.63,4.47,GRP,Spain,74,Used boat,Diesel
450000,Pilothouse,VICEM power boats,2009,16.5,4.97,Wood,Spain,79,Used boat,Diesel
450000,Motor Yacht,Sunseeker power boats,2001,22.1,5.43,GRP,Italy,104,Used boat,Diesel
449500,Flybridge,Prestige Yachts power boats,2015,13.96,4.3,GRP,Spain,120,Used boat,Diesel
449000,Flybridge,Princess power boats,2008,17.83,4.83,GRP,Croatia,72,Used boat,Diesel
449000,Motor Yacht,nan,2018,13.9,3.98,GRP,Germany,45,new boat from stock,Diesel
449000,Hardtop,Sessa power boats,2020,13.5,3.99,GRP,Italy,160,new boat from stock,Diesel
449000,Hardtop,Sunseeker power boats,2006,17.35,4.6,GRP,Spain,40,Used boat,Diesel
449000,Motor Yacht,Bavaria power boats,2016,13.22,4.41,GRP,Croatia,78,Used boat,nan
449000,Motor Yacht,Galeon power boats,2016,12.5,4.1,GRP,Spain,73,Used boat,Diesel
449000,Motor Yacht,Sarnico power boats,2007,18.52,4.75,GRP,Italy,75,Used boat,Diesel
449000,Flybridge,Galeon power boats,2016,12.5,4.16,GRP,Spain,38,Used boat,Diesel
449000,Motor Yacht,Nimbus power boats,2017,13.33,3.86,GRP,Germany,116,Used boat,Diesel
449000,Flybridge,Astondoa power boats,1995,20.26,5.4,GRP,Spain,82,Used boat,Diesel
440000,Flybridge,Aicon power boats,2007,19.99,5.31,nan,Italy,102,Used boat,Diesel
440000,Motor Yacht,Azimut power boats,2009,14.3,4.52,GRP,Croatia,41,Used boat,Diesel
440000,Flybridge,Azimut power boats,2009,17.5,4.75,GRP,Italy,68,Used boat,Diesel
440000,Center console boat,Sunseeker power boats,2010,13.47,4.3,GRP,Spain,94,Used boat,Diesel
440000,Hardtop,Sunseeker power boats,2011,16.17,4.3,GRP,Spain,152,Used boat,Diesel
440000,Motor Yacht,Fairline power boats,2006,18.88,4.75,GRP,Croatia,37,Used boat,Diesel
440000,Flybridge,Apreamare power boats,2013,14.97,4.8,GRP,Italy,89,Used boat,nan
440000,"Cabin Boat,Motor Yacht,Offshore Boat",Performance power boats,2013,13.33,3.4,GRP,Italy,345,Used boat,Unleaded
439000,Trawler,Linssen power boats,2011,14.45,4.4,Steel,Germany,120,Used boat,Diesel
439000,Flybridge,Princess power boats,2006,17,4,GRP,Croatia,69,Used boat,Diesel
439000,Hardtop,Sunseeker power boats,2008,17.6,4.63,GRP,Spain,189,Used boat,Diesel
439000,Hardtop,Prestige Yachts power boats,2013,15.6,4.5,PVC,France,106,Used boat,Diesel
439000,Motor Yacht,Galeon power boats,2017,14.98,4.16,nan,Poland,90,Used boat,nan
439000,Motor Yacht,Azimut power boats,2004,19,5,GRP,Croatia,139,Used boat,Diesel
439000,Motor Yacht,Azimut power boats,2006,19.86,5.25,GRP,Spain,378,Used boat,Diesel
439000,Motor Yacht,Jeanneau power boats,2012,14.92,4.5,GRP,Germany,148,Used boat,Diesel
438000,Motor Yacht,Azimut power boats,2006,18.41,4.98,GRP,Croatia,85,Used boat,Diesel
438000,Motor Yacht,Sunseeker power boats,2010,14.63,4.3,GRP,France,68,Used boat,Diesel
437000,Hardtop,B̩n̩teau power boats,2014,15.1,4.32,PVC,France,58,Used boat,Diesel
435000,Hardtop,Jeanneau power boats,2011,14.95,4.5,GRP,Portugal,42,Used boat,Diesel
435000,Motor Yacht,Princess power boats,2007,17.67,4.59,GRP,Croatia,48,Used boat,Diesel
435000,Motor Yacht,Azimut power boats,2011,16.7,4.74,GRP,Turkey,76,Used boat,Diesel
433258,Hardtop,Jeanneau power boats,2020,13.93,4.1,PVC,France,105,new boat from stock,Diesel
430200,Motor Yacht,Fjord power boats,2020,12.84,3.99,PVC,France,86,new boat on order,Diesel
430000,Motor Yacht,Azimut power boats,2006,18.41,4.9,nan,Germany,106,Diesel,nan
430000,Center console boat,Sunseeker power boats,2001,22.9,5.43,GRP,Italy,258,Used boat,Diesel
430000,Flybridge,Azimut power boats,2008,17.48,4.8,GRP,Italy,66,Used boat,nan
430000,Flybridge,Princess power boats,2008,17.85,4.8,GRP,Croatia,57,Used boat,Diesel
430000,Hardtop,Astondoa power boats,2008,15.03,4.6,GRP,Italy,31,Used boat,Diesel
430000,Motor Yacht,Riva power boats,2003,18.05,4.72,GRP,Germany,270,Used boat,Diesel
427000,Motor Yacht,Azimut power boats,2007,17.53,4.82,GRP,Germany,87,Used boat,Diesel
426525,Trawler,Rhea power boats,,10.4,3.98,GRP,Netherlands,176,new boat from stock,nan
426330.65,Motor Yacht,Bavaria power boats,2020,13.6,4.21,nan,Denmark,68,new boat from stock,nan
425310,Hardtop,Galeon power boats,2019,13.46,3.9,GRP,Germany,367,new boat from stock,Diesel
425000,Hardtop,Sunseeker power boats,2008,16.21,4.29,GRP,Italy,58,Used boat,Diesel
425000,Motor Yacht,B̩n̩teau power boats,2017,14.78,4.2,nan,Malta,45,Used boat,Diesel
425000,Sport Boat,Tecnorib power boats,2020,13.7,3.64,nan,Switzerland ,192,new boat on order,Unleaded
425000,Motor Yacht,Sunseeker power boats,2009,17.35,4.6,GRP,Netherlands,128,Used boat,nan
478125,Motor Yacht,Princess power boats,2007,16.1,4.5,GRP,Croatia,247,Used boat,Diesel
422701.61,Motor Yacht,Bavaria power boats,2020,12.65,3.99,nan,Denmark,145,new boat from stock,nan
474468.75,Cabin Boat,De Antonio Yachts power boats,2020,12.64,3.99,GRP,Switzerland ,323,new boat on order,Unleaded
420056,Catamaran,Fountaine Pajot power boats,,11.02,5.1,GRP,Germany,77,new boat from stock,Diesel
420000,Flybridge,Sealine power boats,2006,18.67,4.87,GRP,Croatia,94,Used boat,Diesel
420000,Motor Yacht,nan,2001,19.4,4.8,nan,Italy,59,Used boat,nan
420000,House Boat,nan,2015,15,15,nan,Norway,117,Used boat,nan
420000,Flybridge,Burger power boats,1985,23.99,5.94,Aluminium,Italy,86,Used boat,Diesel
420000,Flybridge,Azimut power boats,2005,19.85,5.06,nan,Italy,93,Used boat,Diesel
420000,Flybridge,Azimut power boats,2008,14.46,4.62,GRP,Greece,78,Used boat,Diesel
420000,Flybridge,Innovazioni e Progetti power boats,2009,17.53,4.65,GRP,Croatia,61,Used boat,Diesel
420000,Motor Yacht,Atlantis power boats,2009,16.46,4.5,GRP,Malta,20,Used boat,Diesel
420000,Flybridge,Skagen power boats,2007,16.19,4.75,GRP,Italy,56,Used boat,Diesel
419900,Flybridge,Azimut power boats,2008,14.3,4.52,GRP,Greece,60,Used boat,Diesel
419500,Flybridge,nan,2012,13.99,4.5,Steel,Netherlands,110,Used boat,nan
419000,Motor Yacht,Yaretti power boats,2006,20,5,GRP,Croatia,83,Used boat,Diesel
419000,Motor Yacht,Canados power boats,2017,12.97,4.2,GRP,Spain,124,Used boat,Diesel
419000,Flybridge,Galeon power boats,2016,13.25,4.16,nan,Spain,116,Used boat,Diesel
417417,Hardtop,Marex power boats,2020,11.99,3.45,GRP,Switzerland ,459,new boat from stock,Diesel
417417,Pilothouse,Marex power boats,,11.99,3.45,GRP,Switzerland ,231,new boat from stock,Diesel
417204,Motor Yacht,B̩n̩teau power boats,,14.78,4.2,GRP,Switzerland ,246,new boat from stock,Diesel
417204,Motor Yacht,B̩n̩teau power boats,,14.78,4.2,GRP,Switzerland ,178,new boat from stock,Diesel
405000,Flybridge,Sessa power boats,2020,13.2,3.9,GRP,Italy,115,new boat from stock,Diesel
403091.4,Motor Yacht,Greenline power boats,2020,11.96,3.75,GRP,Denmark,48,new boat from stock,Diesel
402956.99,Motor Yacht,Marex power boats,2019,11.49,3.59,GRP,Denmark,171,Used boat,Diesel
402217.74,Hardtop,Princess power boats,2008,16.36,4.47,GRP,Denmark,69,new boat from stock,Diesel
400000,Center console boat,Itama power boats,2005,15.48,4.6,nan,Italy,154,Used boat,Diesel
400000,Motor Yacht,Baia power boats,2001,18.9,5,GRP,Italy,101,Used boat,Diesel
400000,Motor Yacht,nan,2005,17.37,4.93,GRP,Croatia,77,Used boat,Diesel
400000,Center console boat,Itama power boats,2004,15.48,4.6,nan,Italy,52,Used boat,Diesel
400000,Flybridge,Jeanneau power boats,2016,12.56,4.3,GRP,France,51,Used boat,Diesel
400000,Hardtop,nan,2008,20.65,5.14,GRP,Italy,194,Used boat,Diesel
400000,Motor Yacht,Maiora power boats,1994,23,5.6,GRP,Italy,61,Used boat,Diesel
400000,Flybridge,Ferretti power boats,2002,18.3,5.25,GRP,Italy,73,Used boat,nan
400000,Flybridge,Azimut power boats,2005,17.51,4.75,GRP,Croatia,99,Used boat,Diesel
400000,Hardtop,Rizzardi power boats,2010,16,4.4,GRP,Italy,65,Used boat,nan
400000,Motor Yacht,Maiora power boats,1993,23,5.8,GRP,Netherlands,127,Used boat,nan
400000,Motor Yacht,Marine Projects power boats,1994,20.9,5.08,GRP,Estonia,50,Used boat,nan
399990,Motor Yacht,Elling power boats,2014,13.8,4.25,GRP,Germany,115,Used boat,Diesel
399900,Motor Yacht,Absolute power boats,2008,16.8,4.66,GRP,Croatia,48,Used boat,Diesel
399500,Flybridge,Seaway power boats,2010,16,4,GRP,Croatia,84,Used boat,Diesel
399500,Motor Yacht,Sealine power boats,2013,15.5,4.48,GRP,Greece,55,Used boat,nan
399000,Mega Yacht,PR Marine power boats,1995,21.65,5.8,GRP,Italy,114,Used boat,Diesel
399000,Motor Yacht,nan,2006,18.87,4.9,GRP,Croatia,27,Used boat,Diesel
399000,Motor Yacht,Pershing power boats,2008,15.23,4.38,GRP,Croatia,130,Used boat,Diesel
399000,Hardtop,Princess power boats,2003,20.33,5.08,GRP,Croatia,280,Used boat,Diesel
399000,Flybridge,Dalla Pieta power boats,2006,18,4,GRP,Croatia,85,Used boat,Diesel
399000,Sport Boat,Alfamarine power boats,2009,18.96,4.6,GRP,Italy,90,Used boat,Diesel
399000,Flybridge,Azimut power boats,2013,14,4.8,PVC,Poland,118,Used boat,Diesel
399000,Trawler,nan,2012,14.95,4.75,Steel,Netherlands,48,Used boat,nan
399000,Flybridge,Jeanneau power boats,2018,13.73,4.13,PVC,France,58,Used boat,Diesel
399000,Motor Yacht,Performance power boats,2008,14.99,3.75,nan,Croatia,95,Used boat,Unleaded
399000,Flybridge,Gianetti power boats,2003,24,5.35,nan,Spain,132,Used boat,Diesel
399000,Motor Yacht,Brabus power boats,2019,11.28,3.08,GRP,France,128,Used boat,Unleaded
398000,Flybridge,Prestige Yachts power boats,2014,13.96,4.25,PVC,France,39,Used boat,Diesel
398000,Motor Yacht,nan,2017,12.5,4.9,nan,Netherlands,49,Used boat,Diesel
398000,Flybridge,nan,1979,19,5.2,Steel,Finland,78,Used boat,nan
398000,Trawler,Grand Banks power boats,2003,13.11,4,GRP,Netherlands,108,Used boat,nan
447916.67,Sport Boat,SAY power boats,2019,8.85,2.78,Carbon Fiber,Switzerland ,402,new boat from stock,Electric
397500,Trawler,Smelne power boats,2011,13.88,4.42,Steel,Netherlands,60,Used boat,nan
397500,Trawler,Integrity power boats,2015,14.4,4.35,GRP,Germany,80,Used boat,Diesel
397500,Motor Yacht,nan,2017,13.42,3.99,GRP,Netherlands,64,new boat from stock,nan
397000,Flybridge,Jeanneau power boats,2018,13.73,4.13,PVC,France,22,Used boat,Diesel
396300,Motor Yacht,Galeon power boats,,12.5,4,GRP,Germany,122,new boat from stock,Diesel
396000,Motor Yacht,Pirelli power boats,2020,13.1,4.1,PVC,France,115,new boat from stock,nan
395000,Hardtop,Jeanneau power boats,2016,13.7,4.13,PVC,France,45,Used boat,Diesel
395000,Trawler,nan,1965,20.7,4.46,Steel,Netherlands,86,Used boat,Diesel
395000,Flybridge,nan,2008,15,4.55,Steel,Netherlands,87,Used boat,nan
395000,Motor Yacht,Fairline power boats,2013,12.8,3.99,GRP,nan,79,Used boat,Diesel
395000,Motor Yacht,Riva power boats,2002,18.32,4.75,GRP,France,74,Used boat,Diesel
395000,Motor Yacht,Sanlorenzo power boats,1996,24,6.08,GRP,Croatia,71,Used boat,Diesel
395000,Motor Yacht,Sunseeker power boats,2007,15.24,1.4,GRP,Spain,43,Used boat,Diesel
395000,Motor Yacht,nan,1996,20.7,5.6,GRP,Italy,71,Used boat,Diesel
395000,Motor Yacht,Riva power boats,2013,10.07,2.8,GRP,Netherlands,115,Used boat,nan
395000,Trawler,Adagio Yachts power boats,2011,14.7,4.45,nan,Netherlands,82,Used boat,nan
395000,Motor Yacht,Sunseeker power boats,2000,21,5.2,GRP,Croatia,75,Used boat,nan
395000,Motor Yacht,nan,1910,14.9,2.8,Steel,Netherlands,65,Used boat,Diesel
395000,Flybridge,Fairline power boats,2013,12.62,4.22,nan,Croatia,204,Used boat,Diesel
395000,Motor Yacht,nan,2004,19.9,4.6,nan,Spain,75,Used boat,Diesel
395000,Flybridge,Sunseeker power boats,2006,52.5,16,GRP,Malta,143,Used boat,Diesel
395000,Motor Yacht,Sunseeker power boats,2011,14.94,4.29,GRP,Turkey,95,Used boat,Diesel
395000,Motor Yacht,Princess power boats,2007,16.36,4.47,GRP,Croatia,76,Used boat,Diesel
395000,Motor Yacht,Princess power boats,2007,16.2,4.45,nan,Italy,105,Used boat,Diesel
394000,Motor Yacht,nan,2002,22.23,5.6,GRP,Monaco,170,Used boat,Diesel
393600,Motor Yacht,Cranchi power boats,2020,11.7,3.53,PVC,France,86,new boat on order,Diesel
389000,Motor Yacht,Princess power boats,2007,16.12,4.47,GRP,Croatia,40,Used boat,Diesel
389000,Motor Yacht,nan,1998,21.2,5.7,nan,Spain,65,Diesel,nan
389000,Motor Yacht,Invictus power boats,2020,11.4,3.5,GRP,Germany,139,new boat from stock,Diesel
389000,Flybridge,Galeon power boats,2016,13.25,4.16,nan,Croatia,68,Used boat,Diesel
389000,Passenger boat,nan,1995,30,6.4,Steel,Germany,128,Used boat,Diesel
389000,Motor Yacht,Prestige Yachts power boats,2013,13.96,4.3,GRP,Germany,70,Used boat,Diesel
389000,Hardtop,Jeanneau power boats,2017,14.3,4.1,PVC,France,52,Used boat,Diesel
389000,Hardtop,Jeanneau power boats,2020,11.47,3.59,PVC,France,46,new boat from stock,Diesel
389000,Trawler,Altena power boats,1999,14.99,4.85,Steel,Netherlands,118,Used boat,nan
389000,Motor Yacht,Prestige Yachts power boats,2014,13.96,4.3,GRP,Netherlands,83,Used boat,nan
389000,Motor Yacht,Astondoa power boats,2000,22.05,5.72,GRP,Italy,63,Used boat,Diesel
389000,Hardtop,Princess power boats,2014,12.5,3.8,nan,Spain,116,Used boat,Diesel
389000,Motor Yacht,Jeanneau power boats,2013,13.96,4.3,GRP,Germany,106,Used boat,Diesel
389000,Motor Yacht,Nimbus power boats,2019,11.56,3.5,GRP,Netherlands,113,Used boat,Diesel
389000,Flybridge,Azimut power boats,2008,15.24,4.57,GRP,Croatia,59,Used boat,Diesel
389000,Flybridge,Fairline power boats,2003,17.5,4.77,GRP,Greece,69,Used boat,Diesel
389000,Motor Yacht,nan,2004,23,5.6,GRP,Greece,108,Used boat,Diesel
388104.84,Flybridge,Astondoa power boats,2011,13.18,4.11,GRP,Denmark,69,new boat from stock,Diesel
388000,Motor Yacht,Fairline power boats,2007,15.7,4.25,GRP,Croatia,41,Used boat,Diesel
388000,Catamaran,Fountaine Pajot power boats,2017,11,5,GRP,Switzerland ,277,new boat from stock,Diesel
387000,Trawler,B̩n̩teau power boats,2019,11,3.96,PVC,Belgium,108,new boat from stock,Diesel
386740,Trawler,nan,2006,14.28,4.47,nan,Germany,92,Used boat,nan
386170,Hardtop,Grandezza power boats,2020,11.55,3.5,nan,Austria,77,new boat on order,Diesel
385380,Hardtop,Marex power boats,2020,11.49,3.49,GRP,Switzerland ,368,new boat from stock,Diesel
385380,Cabin Boat,Marex power boats,,11.49,3.49,GRP,Switzerland ,251,new boat from stock,Diesel
385000,Flybridge,nan,1928,25,5,Steel,Germany,116,Used boat,Diesel
385000,Motor Yacht,Ferretti power boats,2005,17.37,4.93,GRP,France,102,Used boat,Diesel
385000,Trawler,Linssen power boats,2010,12.55,4.2,Steel,Netherlands,111,Used boat,Diesel
385000,Motor Yacht,Fairline power boats,2008,15,4,GRP,Croatia,70,Used boat,Diesel
385000,Flybridge,Princess power boats,2005,18.45,4.85,GRP,Portugal,101,Used boat,Diesel
385000,Motor Yacht,Sealine power boats,2011,12.9,4.48,GRP,Germany,81,Used boat,Diesel
385000,Hardtop,Atlantis power boats,2017,13.86,4.25,GRP,Croatia,39,Used boat,Diesel
379000,Motor Yacht,Princess power boats,2004,20.33,5.08,GRP,Greece,107,Used boat,nan
379000,Flybridge,Azimut power boats,2011,13.78,4.31,GRP,Croatia,93,Used boat,Diesel
379000,House Boat,Overblue power boats,2016,14,4.2,PVC,France,113,Used boat,Diesel
379000,Trawler,Integrity power boats,2020,12,3.96,GRP,Germany,74,Used boat,Diesel
379000,Flybridge,Integrity power boats,2020,11.7,4.11,GRP,Germany,44,Used boat,Diesel
379000,Flybridge,Azimut power boats,2005,17.51,4.75,GRP,Croatia,81,Used boat,Diesel
379000,Trawler,Treffer power boats,2019,14.3,4.35,Steel,Netherlands,27,Used boat,nan
379000,Motor Yacht,Jeanneau power boats,2020,11.93,3.57,GRP,Germany,65,new boat from stock,Unleaded
378609,Motor Yacht,Cranchi power boats,2019,11.7,3.53,GRP,Netherlands,73,new boat from stock,Diesel
378000,Flybridge,Fairline power boats,2009,15.19,4.47,GRP,Croatia,51,Used boat,Diesel
375000,Flybridge,AICON Yachts power boats,2008,17.4,4.9,GRP,Italy,122,Used boat,Diesel
375000,Trawler,Linssen power boats,2008,13.5,4.3,nan,Germany,63,Used boat,Diesel
375000,Motor Yacht,Riva power boats,1990,18.59,5.64,GRP,nan,73,Used boat,Diesel
375000,Motor Yacht,Princess power boats,2008,16.36,4.47,GRP,Croatia,87,Used boat,Diesel
375000,Motor Yacht,Selene power boats,2008,13.21,4.77,nan,Spain,79,Used boat,nan
375000,Flybridge,Azimut power boats,2006,16.7,4.75,GRP,Croatia,61,Used boat,Diesel
375000,Hardtop,Sunseeker power boats,2007,17.1,4.6,GRP,Spain,41,Used boat,Diesel
375000,Flybridge,Jeanneau power boats,2019,11.43,3.84,GRP,Germany,110,new boat from stock,Diesel
375000,Flybridge,Azimut power boats,2002,19.86,5.27,PVC,Spain,68,Used boat,Diesel
375000,Motor Yacht,Pershing power boats,2003,20.3,4.86,nan,Greece,105,Used boat,Diesel
375000,Motor Yacht,nan,2019,11.9,3.5,GRP,Netherlands,99,Used boat,nan
375000,Motor Yacht,Absolute power boats,2008,16.8,4.65,GRP,Croatia,68,Used boat,Diesel
375000,Motor Yacht,Nimbus power boats,2019,11.56,3.45,GRP,Germany,157,Used boat,Diesel
375000,Motor Yacht,Fairline power boats,2000,20.37,5.23,GRP,Netherlands,126,Used boat,nan
375000,"Flybridge,Motor Yacht",Sunseeker power boats,2006,16.3,4.65,GRP,Germany,312,Used boat,Diesel
375000,Flybridge,Sunseeker power boats,2006,16.3,4.63,GRP,Croatia,87,Used boat,Diesel
375000,Trawler,Selene power boats,2008,14.9,4.77,GRP,Morocco,135,Used boat,Diesel
375000,Motor Yacht,Grand Banks power boats,2011,12.6,4.78,nan,Italy,81,Used boat,Diesel
374500,Motor Yacht,nan,2002,21,4.85,Steel,Netherlands,118,Used boat,Diesel
370000,Motor Yacht,Windy power boats,2006,17.83,4.54,GRP,Greece,113,Used boat,Diesel
370000,Offshore Boat,Magnum power boats,1994,16.2,4.8,GRP,Greece,227,Used boat,Diesel
369900,Pilothouse,Jeanneau power boats,2020,11.47,3.59,GRP,Germany,121,new boat from stock,Diesel
369900,Hardtop,Azimut power boats,2009,16.68,4.5,GRP,Greece,106,Used boat,Diesel
369581.72,Hardtop,Greenline power boats,2020,11.99,4.25,GRP,Denmark,88,new boat from stock,Unleaded
369000,Motor Yacht,Fairline power boats,1993,19.02,5.28,GRP,France,98,Used boat,nan
369000,Hardtop,Prestige Yachts power boats,2013,15.2,4.5,GRP,Croatia,43,Used boat,nan
369000,Trawler,B̩n̩teau power boats,2017,13.88,4.25,PVC,France,56,Used boat,Diesel
369000,Motor Yacht,Four Winns power boats,2020,11,3.9,GRP,Spain,111,new boat from stock,Unleaded
369000,Flybridge,Galeon power boats,2009,16,4.78,GRP,Spain,37,Used boat,Diesel
369000,Flybridge,nan,2005,16.5,4.8,GRP,Spain,87,Used boat,Diesel
369000,Flybridge,Galeon power boats,2009,16.26,4.78,GRP,Spain,75,Used boat,Diesel
369000,Motor Yacht,Linssen power boats,2013,13.9,4.35,Steel,Germany,266,Used boat,Diesel
368750,Trawler,Linssen power boats,2011,13.9,4.35,Steel,Netherlands,54,Used boat,nan
368000,Motor Yacht,Cantieri Estensi power boats,2007,16.1,4.8,GRP,Italy,39,Used boat,Diesel
367000,Catamaran,Lagoon power boats,2013,13.72,7.62,GRP,Croatia,54,Used boat,Diesel
365000,Trawler,Linssen power boats,2015,13.15,4.3,Steel,Netherlands,137,Used boat,nan
